dimension,metric,memory_cost,recursion_depth,total cost,n_0,k_0,theta_0,code_size_0,list size_0,buckets size_0,m_0,eta_0,pf_inv_0,num_codes_0,filter_cost_0,memory_cost_0,search_cost_0,n_1,k_1,theta_1,code_size_1,list size_1,buckets size_1,m_1,eta_1,pf_inv_1,num_codes_1,filter_cost_1,memory_cost_1,search_cost_1,n_2,k_2,theta_2,code_size_2,list size_2,buckets size_2,m_2,eta_2,pf_inv_2,num_codes_2,filter_cost_2,memory_cost_2,search_cost_2,n_3,k_3,theta_3,code_size_3,list size_3,buckets size_3,m_3,eta_3,pf_inv_3,num_codes_3,filter_cost_3,memory_cost_3,search_cost_3,n_4,k_4,theta_4,code_size_4,list size_4,buckets size_4,m_4,eta_4,pf_inv_4,num_codes_4,filter_cost_4,memory_cost_4,search_cost_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,hardware_time,0,2,166.0784056,511,170,1.292298919,26.09220445,102.880855,102.8805646,2,0.75,1,10.43175365,120.8738357,155.3210647,152.3392685,511,170,1.324092038,21.04066832,76.78483677,76.78482313,2,0.75,1,9.271938159,92.25091378,116.1772449,115.7400038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,hardware_time,0,3,166.2848811,511,170,1.306951631,24.91519875,102.880855,104.0847221,2,0.75,1,8.305067821,120.2850917,156.4899987,156.3448152,511,170,1.287105277,26.90614392,79.16599997,79.1655339,2,0.75,1,11.67012141,97.56598831,119.7486504,111.6983862,511,170,1.414589103,9.978710459,52.25585802,52.25465849,2,0.75,1,5.006459356,62.18895288,79.38288909,77.74869627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,classical,-19.8,1,133.2068236,511,170,1.041061628,105.4196499,98.83437264,120.0906072,8,0.75,1,15.05994998,117.1335114,#NAME?,117.1601132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,classical,-19.8,1,138.7105944,511,170,1.041288884,110.3698922,102.880855,125.0874789,8,0.75,1,15.76712745,121.8327666,#NAME?,122.046275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,classical,-19.8,2,135.2604474,511,170,1.178097245,49.43060021,98.83437264,116.1615772,8,0.75,1,16.47686674,109.9601555,#NAME?,117.7799049,511,170,1.221203745,52.51183685,51.87520143,66.73097701,8,0.75,1,3.505122118,63.56989971,#NAME?,64.07455628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,classical,-19.8,2,140.771887,511,170,1.178097245,51.71394362,102.880855,120.9358801,8,0.75,1,17.23798121,114.2949144,#NAME?,122.5311997,511,170,1.221203745,54.90590112,53.7169156,69.22193644,8,0.75,1,3.663530949,65.75033324,#NAME?,66.46862055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,classical,-19.8,1,195.5873648,1023,341,1.043106936,160.0515712,143.5996513,175.3102575,9,0.75,1,22.86451017,168.7992102,#NAME?,172.6245082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,classical,-19.8,1,195.8869748,1023,341,1.043106936,160.3141088,143.8107215,175.5717042,9,0.75,1,22.90201554,169.0551636,#NAME?,172.8870458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,classical,-19.8,2,198.0402952,1023,341,1.178097245,74.68282306,143.5996513,163.6471546,9,0.75,1,24.89427435,156.8283399,#NAME?,172.1460021,1023,341,1.221203745,73.70121631,72.2259349,88.9643315,9,0.75,1,10.52886257,85.48892794,#NAME?,86.27415333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,classical,-19.8,2,198.3299929,1023,341,1.178097245,74.80210002,143.8107215,163.8873872,9,0.75,1,24.93403334,157.0527917,#NAME?,172.3959412,1023,341,1.221203745,73.81774842,72.32157778,89.08528714,9,0.75,1,10.54550801,85.59859927,#NAME?,86.39068545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,classical,-19.8,1,267.2699787,1023,341,1.044470474,222.521357,194.7534373,238.3777205,9,0.75,1,31.78876529,231.1708279,#NAME?,235.4066028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,classical,-19.8,1,264.0644771,1023,341,1.044470474,219.6559952,192.4426073,235.5188736,9,0.75,1,31.37942789,228.3302073,#NAME?,232.6127603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,classical,-19.8,2,269.8258282,1023,341,1.178097245,103.6072179,194.7534373,221.8497254,9,0.75,1,34.5357393,211.2184048,#NAME?,234.2900888,1023,341,1.221203745,101.9471165,95.3777183,118.2425075,9,0.75,1,14.56387555,112.333816,#NAME?,116.0103601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,classical,-19.8,2,266.5654991,1023,341,1.178097245,102.2999668,192.4426073,219.22105,9,0.75,1,34.09998894,208.7615842,#NAME?,231.4655101,1023,341,1.221203745,100.6709165,94.33283339,116.9210832,9,0.75,1,14.38156164,111.1038686,#NAME?,114.6667975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,hardware_time,-19.8,4,144.14044,511,170,1.350812119,11.72067179,98.83437264,93.92016553,2,0.75,1,11.72084112,109.6362124,128.4602464,131.3237382,511,170,1.347613686,12.16710448,82.19579896,77.35857821,2,0.75,1,12.16691845,93.22077575,103.5031729,106.3383764,511,170,1.350066265,12.12960501,65.18776946,63.30817399,3,0.75,1,12.12929897,74.17214453,78.19303683,80.93152924,511,170,1.294823575,27.05914843,48.52906282,51.17856898,8,0.75,1,9.089767021,56.85481138,58.31515511,58.66013256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,hardware_time,-19.8,1,151.3738224,511,170,1.157153294,51.84427635,98.83437264,98.8342469,3,0.75,1,21.05607113,121.0652026,129.4514649,129.1651179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,hardware_time,-19.8,2,144.6682771,511,170,1.23569311,36.64588606,98.83437264,100.5747071,2,0.75,1,12.21529537,122.1040648,131.2808323,130.6047717,511,170,1.23569311,34.82055522,63.92512622,63.92454827,6,0.75,1,16.00916866,74.67319321,77.1149528,76.37680012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,hardware_time,-19.8,3,143.2861677,511,170,1.293288976,26.08937321,98.83437264,100.3698363,2,0.75,1,8.696460497,116.8233052,131.0209281,133.462689,511,170,1.293288976,22.27852376,74.00612127,74.28046311,2,0.75,1,13.36711212,90.08867886,92.43049551,92.26522683,511,170,1.293288976,27.47433527,49.23595896,52.00193935,8,0.75,1,9.187271631,57.61383216,59.32438062,59.88449929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,hardware_time,-19.8,1,226.7837657,1023,341,1.172861257,73.4750164,143.5996513,143.8415773,2,0.75,1,28.75109337,185.272618,196.7923014,197.238295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,hardware_time,-19.8,2,216.4782133,1023,341,1.246165086,49.569826,143.5996513,143.599371,2,0.75,1,19.304771,173.3146827,196.5992668,194.5666605,1023,341,1.246165086,49.49143451,94.02720858,94.0271289,3,0.75,1,22.03414936,115.4533616,122.2407543,121.5976531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,hardware_time,-19.8,3,212.81523,1023,341,1.282817,39.62413901,143.5996513,143.5994006,2,0.75,1,15.42095964,168.3400151,196.599289,195.1552131,1023,341,1.282817,38.92102024,103.9729252,103.3314135,2,0.75,1,17.69137284,128.3614901,136.7570378,135.9140466,1023,341,1.282817,39.5000243,64.40805304,64.40740527,7,0.75,1,18.94324251,74.97761547,77.83523282,72.35339261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,hardware_time,-19.8,1,312.6438667,1023,341,1.178097245,99.37403929,194.7534373,194.7534342,2,0.75,1,38.76891792,249.3995984,273.3301536,272.2061321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,hardware_time,-19.8,2,298.974703,1023,341,1.251401074,66.5122504,194.7534373,194.7533638,2,0.75,1,25.45059359,232.9623313,273.3301008,269.533618,1023,341,1.251401074,66.43618829,128.2394368,128.2390275,2,0.75,1,29.00252974,166.4102312,173.5588482,172.1185229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,hardware_time,-19.8,3,292.4374179,1023,341,1.298524963,49.13451385,194.7534373,194.7530959,2,0.75,1,18.76026238,224.2708213,273.3298999,270.4523123,1023,341,1.298524963,48.87687141,145.6169054,145.6167473,2,0.75,1,20.75098336,175.0053738,199.6252395,198.5059244,1023,341,1.298524963,49.22937381,96.53536646,96.73987587,3,0.75,1,22.37699016,117.8944937,126.1645704,126.3303913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,hardware_time,-19.8,1,158.1576016,511,170,1.157153294,54.29402257,102.880855,102.8805479,3,0.75,1,21.99863086,125.9312379,135.5210522,134.6710523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,hardware_time,-19.8,2,151.0767252,511,170,1.240929098,37.19588449,102.880855,104.6505941,2,0.75,1,12.39862817,126.4281931,137.3885376,136.9186404,511,170,1.240929098,35.42083288,67.41474342,67.45470959,5,0.75,1,16.10038255,79.44640768,82.36111411,82.69960785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,hardware_time,-19.8,3,149.4316956,511,170,1.293288976,27.22120957,102.880855,104.4103447,2,0.75,1,9.073736312,121.4385744,137.0832041,139.200615,511,170,1.293288976,23.24859617,76.94975073,77.18913512,2,0.75,1,13.94915603,93.52021883,96.8156599,96.10122077,511,170,1.293288976,28.67543284,51.07665284,53.94053895,8,0.75,1,9.579747069,59.60749556,61.82377821,62.42326765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,hardware_time,-19.8,1,227.1351662,1023,341,1.172861257,73.59253336,143.8107215,144.0515806,2,0.75,1,28.79707827,185.5425828,197.1080066,197.5361192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,hardware_time,-19.8,2,216.8195136,1023,341,1.246165086,49.64819654,143.8107215,143.8102217,2,0.75,1,19.33382959,173.5650691,196.9157074,194.8702742,1023,341,1.246165086,49.56995606,94.15969246,94.15954228,3,0.75,1,22.06752829,115.6121493,122.4394272,121.7792854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,hardware_time,-19.8,3,213.1502998,1023,341,1.282817,39.68568105,143.8107215,143.810157,2,0.75,1,15.44374204,168.5819856,196.9156589,195.4619277,1023,341,1.282817,38.98080792,104.1221432,103.4785615,2,0.75,1,17.71854906,128.5407316,136.9798125,136.1278461,1023,341,1.282817,39.56177775,64.4954171,64.494663,7,0.75,1,18.97138122,75.0739297,77.96553102,72.4614885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,hardware_time,-19.8,1,308.7487348,1023,341,1.178097245,98.10771201,192.4426073,192.4422438,2,0.75,1,38.29224374,246.4547859,269.8636383,268.8871805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,hardware_time,-19.8,2,295.2183232,1023,341,1.251401074,65.67889048,192.4426073,192.4422195,2,0.75,1,25.14704201,230.2340598,269.8636201,266.1722324,1023,341,1.251401074,65.60291598,126.7616306,126.7610059,2,0.75,1,28.65322971,164.5150256,171.3419775,170.0328975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,hardware_time,-19.8,3,289.3419519,1023,341,1.293288976,50.29592835,192.4426073,192.4421561,2,0.75,1,19.21323342,222.5402046,269.8635726,266.5542675,1023,341,1.293288976,50.23877735,142.1445294,142.1440645,2,0.75,1,21.12674801,172.2134827,194.4164454,192.7763011,1023,341,1.293288976,50.18189446,91.9035868,91.90337747,3,0.75,1,23.3148323,113.5796587,119.0552257,115.7420629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,hardware_time,-12.8,1,230.8305117,1023,341,1.188569221,67.72786474,143.5996513,143.5991185,2,0.75,1,26.67857867,182.3976356,203.5990774,202.5005291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,hardware_time,-12.8,2,221.6784379,1023,341,1.261873049,45.1570929,143.5996513,143.5995377,2,0.75,1,17.56896137,171.1074779,203.5993918,201.3619832,1023,341,1.261873049,45.08563875,98.44010837,98.43970005,2,0.75,1,19.76943755,125.9120772,135.8598563,134.8285912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,hardware_time,-12.8,3,218.2158776,1023,341,1.298524963,35.73438768,143.5996513,143.5992766,2,0.75,1,13.92819673,166.3944898,203.5991959,201.889833,1023,341,1.298524963,35.67872109,107.8625524,107.8618442,2,0.75,1,15.21455474,130.6294284,149.9932976,148.8865056,1023,341,1.298524963,35.62367819,72.18078286,72.18036682,3,0.75,1,16.67451948,88.98221928,96.4708764,91.77656548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
